race_id,race_venue,racenum,year,monthday,frame_number,horse_number,style
202344092209,大井,9,2023,922,6,7,差し
202344092209,大井,9,2023,922,6,8,差し
202344092209,大井,9,2023,922,7,9,差し
202344092209,大井,9,2023,922,7,10,先行
202344092209,大井,9,2023,922,8,11,追込
202344092209,大井,9,2023,922,8,12,差し
202344092210,大井,10,2023,922,1,1,差し
202344092210,大井,10,2023,922,2,2,追込
202344092210,大井,10,2023,922,3,3,差し
202344092210,大井,10,2023,922,4,4,差し
202344092210,大井,10,2023,922,5,5,差し
202344092210,大井,10,2023,922,6,6,先行
202344092210,大井,10,2023,922,7,7,差し
202344092210,大井,10,2023,922,7,8,追込
202344092210,大井,10,2023,922,8,9,差し
202344092210,大井,10,2023,922,8,10,差し
202344092211,大井,11,2023,922,1,1,差し
202344092211,大井,11,2023,922,2,2,差し
202344092211,大井,11,2023,922,3,3,差し
202344092211,大井,11,2023,922,4,4,差し
202344092211,大井,11,2023,922,5,5,先行
202344092211,大井,11,2023,922,6,6,差し
202344092211,大井,11,2023,922,7,7,差し
202344092211,大井,11,2023,922,7,8,差し
202344092211,大井,11,2023,922,8,9,差し
202344092211,大井,11,2023,922,8,10,差し
202344092212,大井,12,2023,922,1,1,差し
202344092212,大井,12,2023,922,2,2,逃げ
202344092212,大井,12,2023,922,3,3,逃げ
202344092212,大井,12,2023,922,4,4,差し
202344092212,大井,12,2023,922,5,5,差し
202344092212,大井,12,2023,922,6,6,差し
202344092212,大井,12,2023,922,7,7,差し
202348092201,名古屋,1,2023,922,1,1,差し
202348092201,名古屋,1,2023,922,2,2,差し
202348092201,名古屋,1,2023,922,3,3,差し
202348092201,名古屋,1,2023,922,4,4,差し
202348092201,名古屋,1,2023,922,5,5,差し
202348092201,名古屋,1,2023,922,6,6,差し
202348092201,名古屋,1,2023,922,6,7,追込
202348092201,名古屋,1,2023,922,7,8,追込
202348092201,名古屋,1,2023,922,7,9,逃げ
202348092201,名古屋,1,2023,922,8,10,先行
202348092201,名古屋,1,2023,922,8,11,差し
202348092202,名古屋,2,2023,922,1,1,差し
202348092202,名古屋,2,2023,922,2,2,差し
202348092202,名古屋,2,2023,922,3,3,差し
202348092202,名古屋,2,2023,922,4,4,追込
202348092202,名古屋,2,2023,922,5,5,差し
202348092202,名古屋,2,2023,922,5,6,先行
202348092202,名古屋,2,2023,922,6,7,追込
202348092202,名古屋,2,2023,922,6,8,追込
202348092202,名古屋,2,2023,922,7,9,追込
202348092202,名古屋,2,2023,922,7,10,先行
202348092202,名古屋,2,2023,922,8,11,差し
202348092202,名古屋,2,2023,922,8,12,差し
202348092203,名古屋,3,2023,922,1,1,差し
202348092203,名古屋,3,2023,922,2,2,差し
202348092203,名古屋,3,2023,922,3,3,差し
202348092203,名古屋,3,2023,922,4,4,差し
202348092203,名古屋,3,2023,922,5,5,追込
202348092203,名古屋,3,2023,922,5,6,差し
202348092203,名古屋,3,2023,922,6,7,差し
202348092203,名古屋,3,2023,922,6,8,差し
202348092203,名古屋,3,2023,922,7,9,差し
202348092203,名古屋,3,2023,922,7,10,差し
202348092203,名古屋,3,2023,922,8,11,差し
202348092203,名古屋,3,2023,922,8,12,差し
202348092204,名古屋,4,2023,922,1,1,差し
202348092204,名古屋,4,2023,922,2,2,差し
202348092204,名古屋,4,2023,922,3,3,逃げ
202348092204,名古屋,4,2023,922,4,4,追込
202348092204,名古屋,4,2023,922,5,5,追込
202348092204,名古屋,4,2023,922,5,6,差し
202348092204,名古屋,4,2023,922,6,7,差し
202348092204,名古屋,4,2023,922,6,8,差し
202348092204,名古屋,4,2023,922,7,9,追込
202348092204,名古屋,4,2023,922,7,10,差し
202348092204,名古屋,4,2023,922,8,11,差し
202348092204,名古屋,4,2023,922,8,12,差し
202348092205,名古屋,5,2023,922,1,1,差し
202348092205,名古屋,5,2023,922,2,2,追込
202348092205,名古屋,5,2023,922,3,3,差し
202348092205,名古屋,5,2023,922,4,4,差し
202348092205,名古屋,5,2023,922,5,5,追込
202348092205,名古屋,5,2023,922,6,6,差し
202348092205,名古屋,5,2023,922,6,7,差し
202348092205,名古屋,5,2023,922,7,8,差し
202348092205,名古屋,5,2023,922,7,9,差し
202348092205,名古屋,5,2023,922,8,10,差し
202348092205,名古屋,5,2023,922,8,11,差し
202348092206,名古屋,6,2023,922,1,1,追込
202348092206,名古屋,6,2023,922,2,2,先行
202348092206,名古屋,6,2023,922,3,3,差し
202348092206,名古屋,6,2023,922,4,4,先行
202348092206,名古屋,6,2023,922,5,5,差し
202348092206,名古屋,6,2023,922,6,6,追込
202348092206,名古屋,6,2023,922,7,7,差し
202348092206,名古屋,6,2023,922,8,8,先行
202348092206,名古屋,6,2023,922,8,9,差し
202348092207,名古屋,7,2023,922,1,1,差し
202348092207,名古屋,7,2023,922,2,2,差し
202348092207,名古屋,7,2023,922,3,3,差し
202348092207,名古屋,7,2023,922,4,4,差し
202348092207,名古屋,7,2023,922,5,5,差し
202348092207,名古屋,7,2023,922,6,6,差し
202348092207,名古屋,7,2023,922,7,7,先行
202348092207,名古屋,7,2023,922,8,8,先行
202348092207,名古屋,7,2023,922,8,9,差し
202348092208,名古屋,8,2023,922,1,1,追込
202348092208,名古屋,8,2023,922,2,2,追込
202348092208,名古屋,8,2023,922,3,3,差し
202348092208,名古屋,8,2023,922,4,4,先行
202348092208,名古屋,8,2023,922,5,5,差し
202348092208,名古屋,8,2023,922,6,6,差し
202348092208,名古屋,8,2023,922,7,7,差し
202348092208,名古屋,8,2023,922,7,8,追込
202348092208,名古屋,8,2023,922,8,9,逃げ
202348092208,名古屋,8,2023,922,8,10,逃げ
202348092209,名古屋,9,2023,922,1,1,追込
202348092209,名古屋,9,2023,922,2,2,差し
202348092209,名古屋,9,2023,922,3,3,追込
202348092209,名古屋,9,2023,922,4,4,差し
202348092209,名古屋,9,2023,922,5,5,先行
202348092209,名古屋,9,2023,922,6,6,差し
202348092209,名古屋,9,2023,922,7,7,差し
202348092209,名古屋,9,2023,922,7,8,追込
202348092209,名古屋,9,2023,922,8,9,差し
202348092209,名古屋,9,2023,922,8,10,追込
202348092210,名古屋,10,2023,922,1,1,先行
202348092210,名古屋,10,2023,922,2,2,先行
202348092210,名古屋,10,2023,922,3,3,追込
202348092210,名古屋,10,2023,922,4,4,差し
202348092210,名古屋,10,2023,922,5,5,逃げ
202348092210,名古屋,10,2023,922,6,6,差し
202348092210,名古屋,10,2023,922,7,7,差し
202348092210,名古屋,10,2023,922,7,8,差し
202348092210,名古屋,10,2023,922,8,9,差し
202348092210,名古屋,10,2023,922,8,10,先行
202348092211,名古屋,11,2023,922,1,1,差し
202348092211,名古屋,11,2023,922,2,2,逃げ
202348092211,名古屋,11,2023,922,3,3,追込
202348092211,名古屋,11,2023,922,4,4,差し
202348092211,名古屋,11,2023,922,5,5,先行
202348092211,名古屋,11,2023,922,5,6,差し
202348092211,名古屋,11,2023,922,6,7,差し
202348092211,名古屋,11,2023,922,6,8,差し
202348092211,名古屋,11,2023,922,7,9,差し
202348092211,名古屋,11,2023,922,7,10,差し
202348092211,名古屋,11,2023,922,8,11,逃げ
202348092211,名古屋,11,2023,922,8,12,逃げ
202348092212,名古屋,12,2023,922,1,1,差し
202348092212,名古屋,12,2023,922,2,2,不明
202348092212,名古屋,12,2023,922,3,3,差し
202348092212,名古屋,12,2023,922,4,4,差し
202348092212,名古屋,12,2023,922,5,5,差し
202348092212,名古屋,12,2023,922,5,6,逃げ
202348092212,名古屋,12,2023,922,6,7,差し
202348092212,名古屋,12,2023,922,6,8,先行
202348092212,名古屋,12,2023,922,7,9,差し
202348092212,名古屋,12,2023,922,7,10,差し
202348092212,名古屋,12,2023,922,8,11,先行
202348092212,名古屋,12,2023,922,8,12,差し
202350092201,園田,1,2023,922,1,1,追込
202350092201,園田,1,2023,922,2,2,追込
202350092201,園田,1,2023,922,3,3,追込
202350092201,園田,1,2023,922,4,4,追込
202350092201,園田,1,2023,922,5,5,追込
202350092201,園田,1,2023,922,6,6,先行
202350092201,園田,1,2023,922,7,7,差し
202350092201,園田,1,2023,922,8,8,追込
202350092202,園田,2,2023,922,1,1,追込
202350092202,園田,2,2023,922,2,2,差し
202350092202,園田,2,2023,922,3,3,逃げ
202350092202,園田,2,2023,922,4,4,逃げ
202350092202,園田,2,2023,922,5,5,差し
202350092202,園田,2,2023,922,6,6,追込
202350092203,園田,3,2023,922,1,1,追込
202350092203,園田,3,2023,922,2,2,差し
202350092203,園田,3,2023,922,3,3,差し
202350092203,園田,3,2023,922,4,4,追込
202350092203,園田,3,2023,922,5,5,先行
202350092203,園田,3,2023,922,6,6,差し
202350092203,園田,3,2023,922,7,7,先行
202350092203,園田,3,2023,922,8,8,追込
202350092204,園田,4,2023,922,1,1,差し
202350092204,園田,4,2023,922,2,2,追込
202350092204,園田,4,2023,922,3,3,追込
202350092204,園田,4,2023,922,4,4,差し
202350092204,園田,4,2023,922,5,5,追込
202350092204,園田,4,2023,922,6,6,追込
202350092205,園田,5,2023,922,1,1,先行
202350092205,園田,5,2023,922,2,2,差し
202350092205,園田,5,2023,922,3,3,差し
202350092205,園田,5,2023,922,4,4,差し
202350092205,園田,5,2023,922,5,5,追込
202350092205,園田,5,2023,922,6,6,差し
202350092205,園田,5,2023,922,7,7,先行
202350092205,園田,5,2023,922,8,8,先行
202350092205,園田,5,2023,922,8,9,差し
202350092206,園田,6,2023,922,1,1,先行
202350092206,園田,6,2023,922,2,2,差し
202350092206,園田,6,2023,922,3,3,追込
202350092206,園田,6,2023,922,4,4,差し
202350092206,園田,6,2023,922,5,5,追込
202350092206,園田,6,2023,922,6,6,追込
202350092206,園田,6,2023,922,7,7,差し
202350092206,園田,6,2023,922,8,8,差し
202350092207,園田,7,2023,922,1,1,差し
202350092207,園田,7,2023,922,2,2,差し
202350092207,園田,7,2023,922,3,3,追込
202350092207,園田,7,2023,922,4,4,逃げ
202350092207,園田,7,2023,922,5,5,追込
202350092207,園田,7,2023,922,6,6,逃げ
202350092208,園田,8,2023,922,1,1,差し
202350092208,園田,8,2023,922,2,2,差し
202350092208,園田,8,2023,922,3,3,先行
202350092208,園田,8,2023,922,4,4,差し
202350092208,園田,8,2023,922,5,5,追込
202350092208,園田,8,2023,922,6,6,差し
202350092208,園田,8,2023,922,7,7,差し
202350092208,園田,8,2023,922,8,8,差し
202350092209,園田,9,2023,922,1,1,差し
202350092209,園田,9,2023,922,2,2,差し
202350092209,園田,9,2023,922,3,3,差し
202350092209,園田,9,2023,922,4,4,差し
202350092209,園田,9,2023,922,5,5,追込
202350092209,園田,9,2023,922,6,6,追込
202350092209,園田,9,2023,922,7,7,差し
202350092209,園田,9,2023,922,8,8,追込
202350092210,園田,10,2023,922,1,1,追込
202350092210,園田,10,2023,922,2,2,追込
202350092210,園田,10,2023,922,3,3,追込
202350092210,園田,10,2023,922,4,4,差し
202350092210,園田,10,2023,922,5,5,逃げ
202350092210,園田,10,2023,922,6,6,差し
202350092210,園田,10,2023,922,7,7,差し
202350092210,園田,10,2023,922,7,8,追込
202350092210,園田,10,2023,922,8,9,差し
202350092210,園田,10,2023,922,8,10,追込
202350092211,園田,11,2023,922,1,1,差し
202350092211,園田,11,2023,922,2,2,差し
202350092211,園田,11,2023,922,3,3,差し
202350092211,園田,11,2023,922,4,4,追込
202350092211,園田,11,2023,922,5,5,差し
202350092211,園田,11,2023,922,6,6,追込
202350092211,園田,11,2023,922,6,7,差し
202350092211,園田,11,2023,922,7,8,差し
202350092211,園田,11,2023,922,7,9,差し
202350092211,園田,11,2023,922,8,10,逃げ
202350092211,園田,11,2023,922,8,11,差し
202350092212,園田,12,2023,922,1,1,差し
202350092212,園田,12,2023,922,2,2,追込
202350092212,園田,12,2023,922,3,3,先行
202350092212,園田,12,2023,922,4,4,追込
202350092212,園田,12,2023,922,5,5,差し
202350092212,園田,12,2023,922,6,6,差し
202350092212,園田,12,2023,922,7,7,差し
202350092212,園田,12,2023,922,8,8,差し
