,kaisai_nen,kaisai_tsukihi,keibajo_code,kaisai_kai,kaisai_nichime,race_bango,wakuban,umaban,ketto_toroku_bango,bamei,umakigo_code,seibetsu_code,hinshu_code,moshoku_code,barei,tozai_shozoku_code,chokyoshi_code,banushi_code,banushimei,futan_juryo,blinker_shiyo_kubun,kishu_code,kishumei_ryakusho,kishu_minarai_code,bataiju,zogen_fugo,zogen_sa,ijo_kubun_code,nyusen_juni,kakutei_chakujun,dochaku_kubun,dochaku_tosu,soha_time,chakusa_code_1,chakusa_code_2,chakusa_code_3,corner_1,corner_2,corner_3,corner_4,tansho_odds,tansho_ninkijun,kakutoku_honshokin,kakutoku_fukashokin,kohan_4f,kohan_3f,aiteuma_joho_1,aiteuma_joho_2,aiteuma_joho_3,time_sa,record_koshin_kubun,kyakushitsu_hantei
10,2023,920,42,7,2,2,3,3,2016100929,プチポワン　　　　　　　　　　　　　,0,2,1,4,7,3,5575,0,三宅　靖夫　　　　　　　　　　　　　　　　　　　　　　　　　　　,520,0,5607,木間塚龍,2,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
11,2023,920,42,7,2,2,4,4,2018106824,スクリームイーグル　　　　　　　　　,0,3,1,3,5,3,20444,0,植松　大介　　　　　　　　　　　　　　　　　　　　　　　　　　　,520,0,21301,中島良美,4,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
12,2023,920,42,7,2,2,5,5,2018106177,プリュイ　　　　　　　　　　　　　　,0,1,1,3,5,3,20469,0,谷野　健　　　　　　　　　　　　　　　　　　　　　　　　　　　　,560,0,5248,加藤和博,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
13,2023,920,42,7,2,2,6,6,2017105428,フォガラ　　　　　　　　　　　　　　,0,2,1,4,6,3,5609,611030,密山　根成　　　　　　　　　　　　　　　　　　　　　　　　　　　,530,0,5612,菅原涼太,1,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
14,2023,920,42,7,2,2,7,7,2015104369,スマイルジーニアス　　　　　　　　　,0,3,1,3,8,3,5476,428033,今中　俊平　　　　　　　　　　　　　　　　　　　　　　　　　　　,560,0,5595,福原杏　,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
15,2023,920,42,7,2,2,8,8,2019103406,メイショウコウヨウ　　　　　　　　　,0,2,1,3,4,3,5651,0,北原　大史　　　　　　　　　　　　　　　　　　　　　　　　　　　,540,0,20339,高橋哲也,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
16,2023,920,42,7,2,2,8,9,2016103050,ユメノハジマリ　　　　　　　　　　　,0,2,1,1,7,3,20618,0,高田　耕平　　　　　　　　　　　　　　　　　　　　　　　　　　　,520,0,21332,室陽一朗,2,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
17,2023,920,42,7,2,3,1,1,2021102779,アニモ　　　　　　　　　　　　　　　,0,2,1,4,2,3,20055,0,内山　和樹　　　　　　　　　　　　　　　　　　　　　　　　　　　,540,0,5553,保園翔也,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
18,2023,920,42,7,2,3,2,2,2021100576,デーレーディーバ　　　　　　　　　　,0,2,1,3,2,3,20599,600031,久松　朋史　　　　　　　　　　　　　　　　　　　　　　　　　　　,530,0,21337,新原周馬,1,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
19,2023,920,42,7,2,3,3,3,2021105315,リブートパワー　　　　　　　　　　　,0,1,1,4,2,3,20469,99803,太盛　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,540,0,5248,加藤和博,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
20,2023,920,42,7,2,3,4,4,2021103539,ユウユウアイリス　　　　　　　　　　,0,2,1,1,2,3,20071,0,北原　大史　　　　　　　　　　　　　　　　　　　　　　　　　　　,520,0,5629,及川烈　,2,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
21,2023,920,42,7,2,3,5,5,2021102580,アークジャック　　　　　　　　　　　,0,1,1,3,2,3,20618,332803,アークフロンティア　　　　　　　　　　　　　　　　　　　　　　　,540,0,20339,高橋哲也,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
22,2023,920,42,7,2,3,6,6,2021107339,ユウユウプルニーマ　　　　　　　　　,0,2,1,3,2,3,20071,0,北原　大史　　　　　　　　　　　　　　　　　　　　　　　　　　　,540,0,5347,秋元耕成,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
23,2023,920,42,7,2,4,1,1,2020105410,ゴールドバニー　　　　　　　　　　　,0,2,1,4,3,3,873,0,厚澤　保明　　　　　　　　　　　　　　　　　　　　　　　　　　　,540,0,5299,吉原寛人,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
24,2023,920,42,7,2,4,2,2,2020105513,モモアカ　　　　　　　　　　　　　　,0,2,1,4,3,3,5651,734030,濱野　牧男　　　　　　　　　　　　　　　　　　　　　　　　　　　,540,0,5348,岡田大　,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
25,2023,920,42,7,2,4,3,3,2020101505,ウィンターソング　　　　　　　　　　,0,2,1,7,3,3,20735,855030,田頭　勇貴　　　　　　　　　　　　　　　　　　　　　　　　　　　,540,0,5347,秋元耕成,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
26,2023,920,42,7,2,4,4,4,2020104282,エスケイキャット　　　　　　　　　　,0,2,1,4,3,3,5436,139031,伊藤　輔則　　　　　　　　　　　　　　　　　　　　　　　　　　　,540,0,20445,山口達弥,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
27,2023,920,42,7,2,4,5,5,2020104260,ハッサクサン　　　　　　　　　　　　,0,2,1,1,3,3,20618,27031,是枝　浩平　　　　　　　　　　　　　　　　　　　　　　　　　　　,540,0,20339,高橋哲也,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
28,2023,920,42,7,2,4,5,6,2020100476,ビナダラット　　　　　　　　　　　　,0,2,1,1,3,3,20444,721800,栗東総合産業　　　　　　　　　　　　　　　　　　　　　　　　　　,540,0,5553,保園翔也,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
29,2023,920,42,7,2,4,6,7,2020102472,トーセンジニアール　　　　　　　　　,0,1,1,1,3,3,5609,270006,島川　隆哉　　　　　　　　　　　　　　　　　　　　　　　　　　　,560,0,5524,笹川翼　,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
30,2023,920,42,7,2,4,6,8,2020104934,ハイボールガール　　　　　　　　　　,0,2,1,4,3,3,20402,0,丹呉　通孝　　　　　　　　　　　　　　　　　　　　　　　　　　　,540,0,20351,藤江渉　,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
31,2023,920,42,7,2,4,7,9,2020106759,イェスマイラブ　　　　　　　　　　　,0,2,1,1,3,3,20461,0,角谷　守正　　　　　　　　　　　　　　　　　　　　　　　　　　　,540,0,5365,山崎誠士,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
32,2023,920,42,7,2,4,7,10,2020104210,エドノスマイル　　　　　　　　　　　,0,1,1,4,3,3,20617,624009,遠藤　喜松　　　　　　　　　　　　　　　　　　　　　　　　　　　,560,0,5399,和田譲治,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
33,2023,920,42,7,2,4,8,11,2020101440,エマーブルクラス　　　　　　　　　　,0,2,1,4,3,3,20469,99803,太盛　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,540,0,5397,吉留孝司,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
34,2023,920,42,7,2,4,8,12,2020106328,スタータマチャン　　　　　　　　　　,0,2,1,4,3,3,5651,0,岡本　育枝　　　　　　　　　　　　　　　　　　　　　　　　　　　,540,0,5598,山中悠希,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
35,2023,920,42,7,2,5,1,1,2019101535,サンボールダー　　　　　　　　　　　,0,2,1,3,4,3,5651,0,石井　啓之　　　　　　　　　　　　　　　　　　　　　　　　　　　,540,0,5553,保園翔也,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
36,2023,920,42,7,2,5,2,2,2018104798,ホノノルーカ　　　　　　　　　　　　,0,2,1,4,5,3,5751,433031,鈴木　誠　　　　　　　　　　　　　　　　　　　　　　　　　　　　,540,0,5563,桜井光輔,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
37,2023,920,42,7,2,5,3,3,2019103307,カフェダイナスティ　　　　　　　　　,0,3,1,4,4,3,20402,740033,橋本　義次　　　　　　　　　　　　　　　　　　　　　　　　　　　,550,0,5611,七夕裕次,1,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
38,2023,920,42,7,2,5,4,4,2018109035,キタマクフィー　　　　　　　　　　　,0,2,1,3,5,3,5476,343030,北村　守彦　　　　　　　　　　　　　　　　　　　　　　　　　　　,540,0,20436,半澤慶実,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
39,2023,920,42,7,2,5,5,5,2018102472,マッシュブライト　　　　　　　　　　,0,2,1,3,5,3,20444,261033,谷　謙介　　　　　　　　　　　　　　　　　　　　　　　　　　　　,540,0,5348,岡田大　,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
40,2023,920,42,7,2,5,6,6,2016101593,メイショウイヤサカ　　　　　　　　　,0,2,1,3,7,3,5015,875800,ＪＰＮ技研　　　　　　　　　　　　　　　　　　　　　　　　　　　,540,0,5347,秋元耕成,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
41,2023,920,42,7,2,5,6,7,2017100755,アナハ　　　　　　　　　　　　　　　,0,2,1,1,6,3,20487,830800,ファーストビジョン　　　　　　　　　　　　　　　　　　　　　　　,500,0,21301,中島良美,4,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
42,2023,920,42,7,2,5,7,8,2018106730,フェスタフォンテン　　　　　　　　　,0,2,1,3,5,3,20497,57031,吉橋　興生　　　　　　　　　　　　　　　　　　　　　　　　　　　,520,0,5607,木間塚龍,2,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
43,2023,920,42,7,2,5,7,9,2019101153,アストロメアリー　　　　　　　　　　,0,2,1,3,4,3,20629,195033,米津　佳昭　　　　　　　　　　　　　　　　　　　　　　　　　　　,520,0,5629,及川烈　,2,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
44,2023,920,42,7,2,5,8,10,2014102312,ニシノマッハ　　　　　　　　　　　　,0,1,1,3,9,3,20338,897033,冨田　藤男　　　　　　　　　　　　　　　　　　　　　　　　　　　,560,0,20483,國分祐仁,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
45,2023,920,42,7,2,5,8,11,2017100292,ショウイモン　　　　　　　　　　　　,0,2,1,3,6,3,5337,605009,井門　敏雄　　　　　　　　　　　　　　　　　　　　　　　　　　　,540,0,5595,福原杏　,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
46,2023,920,42,7,2,6,1,1,2018100656,アナマリー　　　　　　　　　　　　　,0,2,1,5,5,3,5733,0,ランドプロジエ　　　　　　　　　　　　　　　　　　　　　　　　　,530,0,20340,橋本直哉,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
47,2023,920,42,7,2,6,2,2,2018101341,クウェンヤ　　　　　　　　　　　　　,0,2,1,2,5,3,5591,0,アプエンテ　　　　　　　　　　　　　　　　　　　　　　　　　　　,550,0,20436,半澤慶実,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
48,2023,920,42,7,2,6,3,3,2018106007,スプリングローズ　　　　　　　　　　,0,2,1,5,5,3,5609,381002,山内　邦一　　　　　　　　　　　　　　　　　　　　　　　　　　　,550,0,5524,笹川翼　,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
49,2023,920,42,7,2,6,4,4,2019106245,アカルイスモウブ　　　　　　　　　　,0,2,1,4,4,3,20593,897033,冨田　藤男　　　　　　　　　　　　　　　　　　　　　　　　　　　,550,0,5348,岡田大　,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
50,2023,920,42,7,2,6,5,5,2019100138,トワイライトドレス　　　　　　　　　,0,2,1,3,4,3,20617,15006,村島　昭男　　　　　　　　　　　　　　　　　　　　　　　　　　　,530,0,21332,室陽一朗,2,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
51,2023,920,42,7,2,6,6,6,2018100249,ジュニパーダンス　　　　　　　　　　,0,2,1,4,5,3,5015,0,石澤　純平　　　　　　　　　　　　　　　　　　　　　　　　　　　,550,0,5563,桜井光輔,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
52,2023,920,42,7,2,6,7,7,2018102603,フリブール　　　　　　　　　　　　　,0,2,1,3,5,3,5337,94008,長橋　秀雄　　　　　　　　　　　　　　　　　　　　　　　　　　　,550,0,5553,保園翔也,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
53,2023,920,42,7,2,6,8,8,2018100278,クラフェニックス　　　　　　　　　　,0,2,1,1,5,3,5766,550030,倉見　利弘　　　　　　　　　　　　　　　　　　　　　　　　　　　,550,0,5347,秋元耕成,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
54,2023,920,42,7,2,7,1,1,2018100161,カラドボルグ　　　　　　　　　　　　,0,1,1,1,5,3,20338,855030,田頭　勇貴　　　　　　　　　　　　　　　　　　　　　　　　　　　,560,0,5348,岡田大　,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
55,2023,920,42,7,2,7,2,2,2017104939,ロマンスピネル　　　　　　　　　　　,0,2,1,3,6,3,5628,313033,菅　實　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,540,0,5554,臼井健太,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
56,2023,920,42,7,2,7,3,3,2016101146,リトルエイト　　　　　　　　　　　　,0,2,1,3,7,3,5331,0,井田　晴夫　　　　　　　　　　　　　　　　　　　　　　　　　　　,500,0,21301,中島良美,4,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
57,2023,920,42,7,2,7,4,4,2019105868,ソーサレス　　　　　　　　　　　　　,0,2,1,1,4,3,20616,894030,村上　憲政　　　　　　　　　　　　　　　　　　　　　　　　　　　,540,0,5598,山中悠希,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0000000000　　　　　　　　　　　　　　　　　　,0,0,0
